video_id,frame_number,timestamp_sec,object_id,object_type,bbox_x1,bbox_y1,bbox_x2,bbox_y2,action,occluded,annotator_notes
video_01_bouncing_ball,81,6.75,ball_1,ball,517,310,547,340,moving_right,False,
video_01_bouncing_ball,84,7.0,ball_1,ball,535,298,565,328,moving_right,False,
video_01_bouncing_ball,87,7.25,ball_1,ball,553,286,583,316,moving_right,False,
video_01_bouncing_ball,93,7.75,ball_1,ball,589,262,619,292,moving_right,False,
video_01_bouncing_ball,96,8.0,ball_1,ball,607,250,637,280,moving_right,False,
video_01_bouncing_ball,99,8.25,ball_1,ball,598,238,628,268,moving_up,False,
video_01_bouncing_ball,102,8.5,ball_1,ball,580,226,610,256,moving_left,False,
video_01_bouncing_ball,105,8.75,ball_1,ball,562,214,592,244,moving_left,False,
video_01_bouncing_ball,108,9.0,ball_1,ball,544,202,574,232,moving_left,False,
video_01_bouncing_ball,111,9.25,ball_1,ball,526,190,556,220,moving_left,False,
video_01_bouncing_ball,114,9.5,ball_1,ball,508,178,538,208,moving_left,False,
video_01_bouncing_ball,117,9.75,ball_1,ball,490,166,520,196,moving_left,False,
video_01_bouncing_ball,120,10.0,ball_1,ball,472,154,502,184,moving_left,False,
video_01_bouncing_ball,123,10.25,ball_1,ball,454,142,484,172,moving_left,False,
video_01_bouncing_ball,126,10.5,ball_1,ball,436,130,466,160,moving_left,False,
video_01_bouncing_ball,129,10.75,ball_1,ball,418,118,448,148,moving_left,False,
video_01_bouncing_ball,132,11.0,ball_1,ball,400,106,430,136,moving_left,False,
video_01_bouncing_ball,135,11.25,ball_1,ball,382,94,412,124,moving_left,False,
video_01_bouncing_ball,138,11.5,ball_1,ball,364,82,394,112,moving_left,False,
video_01_bouncing_ball,141,11.75,ball_1,ball,346,70,376,100,moving_left,False,
video_01_bouncing_ball,144,12.0,ball_1,ball,328,58,358,88,moving_left,False,
video_01_bouncing_ball,147,12.25,ball_1,ball,310,46,340,76,moving_left,False,
video_01_bouncing_ball,150,12.5,ball_1,ball,292,34,322,64,moving_left,False,
video_01_bouncing_ball,153,12.75,ball_1,ball,274,22,304,52,moving_left,False,
video_01_bouncing_ball,156,13.0,ball_1,ball,256,10,286,40,moving_left,False,
video_01_bouncing_ball,159,13.25,ball_1,ball,238,0,268,30,bounced_off_top_wall,False,
video_01_bouncing_ball,162,13.5,ball_1,ball,220,12,250,42,moving_left,False,
video_01_bouncing_ball,165,13.75,ball_1,ball,202,24,232,54,moving_left,False,
video_01_bouncing_ball,168,14.0,ball_1,ball,184,36,214,66,moving_left,False,
video_01_bouncing_ball,171,14.25,ball_1,ball,166,48,196,78,moving_left,False,
video_01_bouncing_ball,174,14.5,ball_1,ball,148,60,178,90,moving_left,False,
video_01_bouncing_ball,177,14.75,ball_1,ball,130,72,160,102,moving_left,False,
video_02_traffic_lanes,3,0.25,car_A,car,-48,130,2,155,entering_frame,False,
video_02_traffic_lanes,6,0.5,car_A,car,-39,130,11,155,moving_right,False,
video_02_traffic_lanes,9,0.75,car_A,car,-30,130,20,155,moving_right,False,
video_02_traffic_lanes,12,1.0,car_A,car,-21,130,29,155,moving_right,False,
video_02_traffic_lanes,12,1.0,car_B,car,622,205,672,230,entering_frame,False,
video_02_traffic_lanes,15,1.25,car_A,car,-12,130,38,155,moving_right,False,
video_02_traffic_lanes,15,1.25,car_B,car,604,205,654,230,moving_left,False,
video_02_traffic_lanes,18,1.5,car_A,car,-3,130,47,155,moving_right,False,
video_02_traffic_lanes,18,1.5,car_B,car,586,205,636,230,moving_left,False,
video_02_traffic_lanes,21,1.75,car_A,car,6,130,56,155,moving_right,False,
video_02_traffic_lanes,21,1.75,car_B,car,568,205,618,230,moving_left,False,
video_02_traffic_lanes,24,2.0,car_A,car,15,130,65,155,moving_right,False,
video_02_traffic_lanes,24,2.0,car_B,car,550,205,600,230,moving_left,False,
video_02_traffic_lanes,27,2.25,car_A,car,24,130,74,155,moving_right,False,
video_02_traffic_lanes,27,2.25,car_B,car,532,205,582,230,moving_left,False,
video_02_traffic_lanes,30,2.5,car_A,car,33,130,83,155,moving_right,False,
video_02_traffic_lanes,30,2.5,car_B,car,514,205,564,230,moving_left,False,
video_02_traffic_lanes,33,2.75,car_A,car,42,130,92,155,moving_right,False,
video_02_traffic_lanes,33,2.75,car_B,car,496,205,546,230,moving_left,False,
video_02_traffic_lanes,36,3.0,car_A,car,51,130,101,155,moving_right,False,
video_02_traffic_lanes,36,3.0,car_B,car,478,205,528,230,moving_left,False,
video_02_traffic_lanes,39,3.25,car_A,car,60,130,110,155,moving_right,False,
video_02_traffic_lanes,39,3.25,car_B,car,460,205,510,230,moving_left,False,
video_02_traffic_lanes,42,3.5,car_A,car,69,130,119,155,moving_right,False,
video_02_traffic_lanes,42,3.5,car_B,car,442,205,492,230,moving_left,False,
video_02_traffic_lanes,45,3.75,car_A,car,78,130,128,155,moving_right,False,
video_02_traffic_lanes,45,3.75,car_B,car,424,205,474,230,moving_left,False,
video_02_traffic_lanes,48,4.0,car_A,car,87,130,137,155,moving_right,False,
video_02_traffic_lanes,48,4.0,car_B,car,406,205,456,230,moving_left,False,
video_02_traffic_lanes,51,4.25,car_A,car,96,130,146,155,moving_right,False,
video_02_traffic_lanes,51,4.25,car_B,car,388,205,438,230,moving_left,False,
video_02_traffic_lanes,54,4.5,car_A,car,105,130,155,155,moving_right,False,
video_02_traffic_lanes,54,4.5,car_B,car,370,205,420,230,moving_left,False,
video_02_traffic_lanes,57,4.75,car_A,car,114,130,164,155,moving_right,False,
video_02_traffic_lanes,57,4.75,car_B,car,352,205,402,230,moving_left,False,
video_02_traffic_lanes,60,5.0,car_A,car,123,130,173,155,moving_right,False,
video_02_traffic_lanes,60,5.0,car_B,car,514,115,564,140,moving_left,False,
video_02_traffic_lanes,63,5.25,car_A,car,132,130,182,155,moving_right,False,
video_02_traffic_lanes,63,5.25,car_B,car,316,205,366,230,moving_left,False,
video_02_traffic_lanes,66,5.5,car_A,car,141,130,191,155,moving_right,False,
video_02_traffic_lanes,66,5.5,car_B,car,298,205,348,230,moving_left,False,
video_02_traffic_lanes,69,5.75,car_A,car,150,130,200,155,moving_right,False,
video_02_traffic_lanes,69,5.75,car_B,car,280,205,330,230,moving_left,False,
video_02_traffic_lanes,72,6.0,car_A,car,159,130,209,155,moving_right,False,
video_02_traffic_lanes,72,6.0,car_B,car,262,205,312,230,moving_left,False,
video_02_traffic_lanes,75,6.25,car_A,car,168,130,218,155,moving_right,False,
video_02_traffic_lanes,75,6.25,car_B,car,244,205,294,230,moving_left,False,
video_02_traffic_lanes,78,6.5,car_A,car,177,130,227,155,moving_right,False,
video_02_traffic_lanes,78,6.5,car_B,car,226,205,276,230,moving_left,False,
video_02_traffic_lanes,81,6.75,car_A,car,186,130,236,155,moving_right,False,
video_02_traffic_lanes,81,6.75,car_B,car,208,205,258,230,moving_left,False,
video_02_traffic_lanes,84,7.0,car_A,car,195,130,245,155,moving_right,False,
video_02_traffic_lanes,84,7.0,car_B,car,190,205,240,230,moving_left,False,
video_02_traffic_lanes,87,7.25,car_A,car,204,130,254,155,moving_right,False,
video_02_traffic_lanes,87,7.25,car_B,car,172,205,222,230,moving_left,False,
video_02_traffic_lanes,90,7.5,car_A,car,213,130,263,155,moving_right,False,
video_02_traffic_lanes,90,7.5,car_B,car,154,205,204,230,moving_left,False,
video_02_traffic_lanes,93,7.75,car_A,car,222,130,272,155,moving_right,False,
video_02_traffic_lanes,93,7.75,car_B,car,136,205,186,230,moving_left,False,
video_02_traffic_lanes,96,8.0,car_A,car,231,130,281,155,moving_right,False,
video_02_traffic_lanes,96,8.0,car_B,car,118,205,168,230,moving_left,False,
video_02_traffic_lanes,99,8.25,car_A,car,240,130,290,155,moving_right,False,
video_02_traffic_lanes,99,8.25,car_B,car,100,205,150,230,moving_left,False,
video_02_traffic_lanes,102,8.5,car_A,car,249,130,299,155,moving_right,False,
video_02_traffic_lanes,102,8.5,car_B,car,82,205,132,230,moving_left,False,
video_02_traffic_lanes,105,8.75,car_A,car,258,130,308,155,moving_right,False,
video_02_traffic_lanes,105,8.75,car_B,car,64,205,114,230,moving_left,False,
video_02_traffic_lanes,108,9.0,car_A,car,267,130,317,155,moving_right,False,
video_02_traffic_lanes,108,9.0,car_B,car,46,205,96,230,moving_left,False,
video_02_traffic_lanes,111,9.25,car_A,car,276,130,326,155,moving_right,False,
video_02_traffic_lanes,111,9.25,car_B,car,28,205,78,230,moving_left,False,
video_02_traffic_lanes,114,9.5,car_A,car,285,130,335,155,moving_right,False,
video_02_traffic_lanes,114,9.5,car_B,car,10,205,60,230,moving_left,False,
video_02_traffic_lanes,117,9.75,car_A,car,294,130,344,155,moving_right,False,
video_02_traffic_lanes,117,9.75,car_B,car,-8,205,42,230,moving_left,False,
video_02_traffic_lanes,120,10.0,car_A,car,303,130,353,155,moving_right,False,
video_02_traffic_lanes,120,10.0,car_B,car,-26,205,24,230,moving_left,False,
video_02_traffic_lanes,123,10.25,car_A,car,312,130,362,155,moving_right,False,
video_02_traffic_lanes,123,10.25,car_B,car,-44,205,6,230,moving_left,False,
video_02_traffic_lanes,126,10.5,car_A,car,321,130,371,155,moving_right,False,
video_02_traffic_lanes,129,10.75,car_A,car,330,130,380,155,moving_right,False,
video_02_traffic_lanes,132,11.0,car_A,car,339,130,389,155,moving_right,False,
video_02_traffic_lanes,135,11.25,car_A,car,348,130,398,155,lane_change,False,
video_02_traffic_lanes,138,11.5,car_A,car,357,145,407,170,lane_change,False,
video_02_traffic_lanes,141,11.75,car_A,car,366,160,416,185,lane_change,False,
video_02_traffic_lanes,144,12.0,car_A,car,375,175,425,200,lane_change,False,
video_02_traffic_lanes,147,12.25,car_A,car,384,190,434,215,lane_change,False,
video_02_traffic_lanes,150,12.5,car_A,car,393,205,443,230,lane_change,False,
video_02_traffic_lanes,153,12.75,car_A,car,402,205,452,230,moving_right,False,
video_02_traffic_lanes,156,13.0,car_A,car,411,205,461,230,moving_right,False,
video_02_traffic_lanes,159,13.25,car_A,car,420,205,470,230,moving_right,False,
video_02_traffic_lanes,162,13.5,car_A,car,429,205,479,230,moving_right,False,
video_02_traffic_lanes,165,13.75,car_A,car,438,205,488,230,moving_right,False,
video_02_traffic_lanes,168,14.0,car_A,car,447,205,497,230,moving_right,False,
video_02_traffic_lanes,171,14.25,car_A,car,456,205,506,230,moving_right,False,
video_02_traffic_lanes,174,14.5,car_A,car,465,205,515,230,moving_right,False,
video_02_traffic_lanes,177,14.75,car_A,car,474,205,524,230,moving_right,False,
video_03_pedestrian_crossing,0,0.0,sign_1,sign,20,20,50,70,entering_frame,False,
video_03_pedestrian_crossing,0,0.0,person_1,person,4,180,24,220,entering_frame,False,
video_03_pedestrian_crossing,3,0.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,3,0.25,person_1,person,16,180,36,220,moving_right,False,
video_03_pedestrian_crossing,6,0.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,6,0.5,person_1,person,28,180,48,220,moving_right,False,
video_03_pedestrian_crossing,9,0.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,9,0.75,person_1,person,40,180,60,220,moving_right,False,
video_03_pedestrian_crossing,12,1.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,12,1.0,person_1,person,52,180,72,220,moving_right,False,
video_03_pedestrian_crossing,15,1.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,15,1.25,person_1,person,64,180,84,220,moving_right,False,
video_03_pedestrian_crossing,18,1.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,18,1.5,person_1,person,76,180,96,220,moving_right,False,
video_03_pedestrian_crossing,21,1.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,21,1.75,person_1,person,88,180,108,220,moving_right,False,
video_03_pedestrian_crossing,24,2.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,24,2.0,person_1,person,100,180,120,220,moving_right,False,
video_03_pedestrian_crossing,27,2.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,27,2.25,person_1,person,112,180,132,220,moving_right,False,
video_03_pedestrian_crossing,30,2.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,30,2.5,person_1,person,124,180,144,220,moving_right,False,
video_03_pedestrian_crossing,33,2.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,33,2.75,person_1,person,136,180,156,220,moving_right,False,
video_03_pedestrian_crossing,36,3.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,36,3.0,person_1,person,148,180,168,220,moving_right,False,
video_03_pedestrian_crossing,39,3.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,39,3.25,person_1,person,160,180,180,220,moving_right,False,
video_03_pedestrian_crossing,42,3.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,42,3.5,person_1,person,172,180,192,220,moving_right,False,
video_03_pedestrian_crossing,45,3.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,45,3.75,person_1,person,184,180,204,220,moving_right,False,
video_03_pedestrian_crossing,48,4.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,48,4.0,person_1,person,196,180,216,220,moving_right,False,
video_03_pedestrian_crossing,48,4.0,car_C,car,-50,170,10,198,entering_frame,False,
video_03_pedestrian_crossing,51,4.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,51,4.25,person_1,person,208,180,228,220,moving_right,False,
video_03_pedestrian_crossing,51,4.25,car_C,car,-20,170,40,198,moving_right,False,
video_03_pedestrian_crossing,54,4.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,54,4.5,person_1,person,220,180,240,220,moving_right,False,
video_03_pedestrian_crossing,54,4.5,car_C,car,10,170,70,198,moving_right,False,
video_03_pedestrian_crossing,57,4.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,57,4.75,person_1,person,232,180,252,220,moving_right,False,
video_03_pedestrian_crossing,57,4.75,car_C,car,40,170,100,198,moving_right,False,
video_03_pedestrian_crossing,60,5.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,60,5.0,person_1,person,244,180,264,220,moving_right,False,
video_03_pedestrian_crossing,60,5.0,car_C,car,70,170,130,198,moving_right,False,
video_03_pedestrian_crossing,63,5.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,63,5.25,person_1,person,256,180,276,220,moving_right,False,
video_03_pedestrian_crossing,63,5.25,car_C,car,100,170,160,198,moving_right,False,
video_03_pedestrian_crossing,66,5.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,66,5.5,person_1,person,268,180,288,220,moving_right,False,
video_03_pedestrian_crossing,66,5.5,car_C,car,130,170,190,198,moving_right,False,
video_03_pedestrian_crossing,69,5.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,69,5.75,person_1,person,280,180,300,220,moving_right,False,
video_03_pedestrian_crossing,69,5.75,car_C,car,160,170,220,198,moving_right,False,
video_03_pedestrian_crossing,72,6.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,72,6.0,person_1,person,292,180,312,220,moving_right,False,
video_03_pedestrian_crossing,72,6.0,car_C,car,190,170,250,198,moving_right,False,
video_03_pedestrian_crossing,75,6.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,75,6.25,person_1,person,304,180,324,220,moving_right,False,
video_03_pedestrian_crossing,75,6.25,car_C,car,220,170,280,198,moving_right,False,
video_03_pedestrian_crossing,78,6.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,78,6.5,person_1,person,316,180,336,220,moving_right,False,
video_03_pedestrian_crossing,78,6.5,car_C,car,250,170,310,198,moving_right,False,
video_03_pedestrian_crossing,81,6.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,81,6.75,person_1,person,328,180,348,220,moving_right,False,
video_03_pedestrian_crossing,81,6.75,car_C,car,280,170,340,198,moving_right,False,
video_03_pedestrian_crossing,84,7.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,84,7.0,person_1,person,340,180,360,220,moving_right,True,
video_03_pedestrian_crossing,84,7.0,car_C,car,310,170,370,198,moving_right,False,
video_03_pedestrian_crossing,87,7.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,87,7.25,person_1,person,352,180,372,220,moving_right,True,
video_03_pedestrian_crossing,87,7.25,car_C,car,340,170,400,198,moving_right,False,
video_03_pedestrian_crossing,90,7.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,90,7.5,person_1,person,364,180,384,220,moving_right,True,
video_03_pedestrian_crossing,90,7.5,car_C,car,370,170,430,198,moving_right,False,
video_03_pedestrian_crossing,93,7.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,93,7.75,person_2,person,376,180,396,220,moving_right,False,
video_03_pedestrian_crossing,93,7.75,car_C,car,400,170,460,198,moving_right,False,
video_03_pedestrian_crossing,96,8.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,96,8.0,person_2,person,388,180,408,220,moving_right,False,
video_03_pedestrian_crossing,96,8.0,car_C,car,430,170,490,198,moving_right,False,
video_03_pedestrian_crossing,99,8.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,99,8.25,person_2,person,400,180,420,220,moving_right,False,
video_03_pedestrian_crossing,99,8.25,car_C,car,460,170,520,198,moving_right,False,
video_03_pedestrian_crossing,102,8.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,102,8.5,person_2,person,412,180,432,220,moving_right,False,
video_03_pedestrian_crossing,102,8.5,car_C,car,490,170,550,198,moving_right,False,
video_03_pedestrian_crossing,105,8.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,105,8.75,person_2,person,424,180,444,220,moving_right,False,
video_03_pedestrian_crossing,105,8.75,car_C,car,520,170,580,198,moving_right,False,
video_03_pedestrian_crossing,108,9.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,108,9.0,person_2,person,436,180,456,220,moving_right,False,
video_03_pedestrian_crossing,108,9.0,car_C,car,550,170,610,198,moving_right,False,
video_03_pedestrian_crossing,111,9.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,111,9.25,person_2,person,448,180,468,220,moving_right,False,
video_03_pedestrian_crossing,111,9.25,car_C,car,580,170,640,198,moving_right,False,
video_03_pedestrian_crossing,114,9.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,114,9.5,person_2,person,460,180,480,220,moving_right,False,
video_03_pedestrian_crossing,114,9.5,car_C,car,610,170,670,198,moving_right,False,
video_03_pedestrian_crossing,117,9.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,117,9.75,person_2,person,472,180,492,220,moving_right,False,
video_03_pedestrian_crossing,120,10.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,120,10.0,person_2,person,484,180,504,220,moving_right,False,
video_03_pedestrian_crossing,123,10.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,123,10.25,person_2,person,496,180,516,220,moving_right,False,
video_03_pedestrian_crossing,126,10.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,126,10.5,person_2,person,508,180,528,220,moving_right,False,
video_03_pedestrian_crossing,129,10.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,129,10.75,person_2,person,520,180,540,220,moving_right,False,
video_03_pedestrian_crossing,132,11.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,132,11.0,person_2,person,532,180,552,220,moving_right,False,
video_03_pedestrian_crossing,135,11.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,135,11.25,person_2,person,544,180,564,220,moving_right,False,
video_03_pedestrian_crossing,138,11.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,138,11.5,person_2,person,556,180,576,220,moving_right,False,
video_03_pedestrian_crossing,141,11.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,141,11.75,person_2,person,568,180,588,220,moving_right,False,
video_03_pedestrian_crossing,144,12.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,144,12.0,person_2,person,580,180,600,220,moving_right,False,
video_03_pedestrian_crossing,147,12.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,147,12.25,person_2,person,592,180,612,220,moving_right,False,
video_03_pedestrian_crossing,150,12.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,150,12.5,person_2,person,604,180,624,220,moving_right,False,
video_03_pedestrian_crossing,153,12.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,153,12.75,person_2,person,616,180,636,220,moving_right,False,
video_03_pedestrian_crossing,156,13.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,156,13.0,person_2,person,628,180,648,220,moving_right,False,
video_03_pedestrian_crossing,159,13.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,162,13.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,165,13.75,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,168,14.0,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,171,14.25,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,174,14.5,sign_1,sign,20,20,50,70,stationary,False,
video_03_pedestrian_crossing,177,14.75,sign_1,sign,20,20,50,70,stationary,False,
